@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute outputs-1 {0,1,2,3}

@data
1130,'2022/02/21 23:50:15:620',5,0.544561,0.379255,0.615583,0.244171,0.672077,0.085699,0.605364,0.299383,0.591778,0.302511,0.590594,0.081484,2
1129,'2022/02/21 23:50:15:520',5,0.54448,0.382239,0.61465,0.244822,0.670896,0.083027,0.606275,0.293335,0.591715,0.301028,0.590762,0.08193,2
1128,'2022/02/21 23:50:15:421',5,0.544933,0.38134,0.616601,0.244454,0.671393,0.081059,0.601128,0.295004,0.591446,0.29815,0.589442,0.07778,2
1127,'2022/02/21 23:50:15:321',5,0.545425,0.380882,0.620207,0.249668,0.674048,0.0862,0.606898,0.29901,0.594125,0.302156,0.593714,0.080382,2
1126,'2022/02/21 23:50:15:228',5,0.547677,0.383118,0.620004,0.248024,0.677338,0.088234,0.610904,0.297311,0.59813,0.302832,0.596672,0.083765,2
1125,'2022/02/21 23:50:15:129',5,0.547863,0.374642,0.617865,0.226495,0.677993,0.074032,0.610481,0.286515,0.5979,0.294447,0.593639,0.071406,2
1124,'2022/02/21 23:50:15:029',5,0.549215,0.365719,0.624401,0.223569,0.67926,0.064888,0.613059,0.274065,0.601069,0.280134,0.594528,0.056072,2
1123,'2022/02/21 23:50:14:929',5,0.55241,0.360656,0.625406,0.218554,0.68418,0.061755,0.615261,0.27278,0.602609,0.279086,0.599995,0.054159,2
1122,'2022/02/21 23:50:14:830',5,0.55417,0.354918,0.6253,0.205968,0.685286,0.057386,0.616307,0.264547,0.603956,0.271615,0.601209,0.044647,2
1121,'2022/02/21 23:50:14:731',5,0.553973,0.339374,0.626716,0.193335,0.683972,0.040366,0.616758,0.252528,0.605562,0.255091,0.598887,0.029313,2
1120,'2022/02/21 23:50:14:637',5,0.556638,0.333232,0.626528,0.189708,0.686007,0.040178,0.615387,0.250974,0.606136,0.249996,0.600823,0.026703,2
1119,'2022/02/21 23:50:14:500',5,0.557228,0.33843,0.625788,0.189653,0.685058,0.041686,0.618508,0.247825,0.604531,0.25227,0.60178,0.026882,2
1118,'2022/02/21 23:50:14:400',5,0.552428,0.330664,0.622018,0.184689,0.678849,0.029032,0.613026,0.241483,0.601419,0.244671,0.597468,0.009687,2
1117,'2022/02/21 23:50:14:299',5,0.548035,0.324644,0.61782,0.180056,0.673665,0.023245,0.606245,0.234079,0.598342,0.237162,0.592794,0.004734,2
1116,'2022/02/21 23:50:14:201',5,0.544789,0.334804,0.612146,0.191183,0.670022,0.035721,0.603674,0.246518,0.593348,0.250723,0.585734,0.026142,2
1115,'2022/02/21 23:50:14:102',5,0.538684,0.343469,0.60356,0.192104,0.658255,0.042113,0.598038,0.251147,0.586019,0.259884,0.574858,0.034573,2
1114,'2022/02/21 23:50:14:003',5,0.530367,0.345722,0.592481,0.196012,0.647456,0.040217,0.585683,0.258247,0.5741,0.260751,0.56286,0.037086,2
1113,'2022/02/21 23:50:13:904',5,0.525909,0.347689,0.58771,0.199411,0.644258,0.043888,0.580851,0.260816,0.571234,0.259913,0.556844,0.040943,2
1112,'2022/02/21 23:50:13:804',5,0.524109,0.355769,0.58601,0.210376,0.640217,0.049437,0.579224,0.266451,0.567179,0.267387,0.555037,0.048197,2
1111,'2022/02/21 23:50:13:711',5,0.522294,0.355698,0.583462,0.203013,0.638023,0.0484,0.57883,0.261666,0.565138,0.266954,0.551993,0.047436,2
1110,'2022/02/21 23:50:13:611',5,0.518864,0.354862,0.581105,0.201013,0.632987,0.045298,0.57461,0.258395,0.562115,0.263712,0.546205,0.043215,2
1109,'2022/02/21 23:50:13:511',5,0.513967,0.351974,0.57408,0.189509,0.624668,0.03652,0.568961,0.249876,0.557449,0.257843,0.539425,0.034136,2
1108,'2022/02/21 23:50:13:413',5,0.508278,0.345586,0.568816,0.181496,0.616062,0.027247,0.562616,0.245712,0.548371,0.25285,0.528022,0.028838,2
1107,'2022/02/21 23:50:13:313',5,0.504114,0.342574,0.560582,0.182888,0.612532,0.021621,0.556546,0.24275,0.54277,0.246887,0.523102,0.023437,2
1106,'2022/02/21 23:50:13:214',5,0.501433,0.341313,0.560701,0.184114,0.609491,0.021311,0.554885,0.239971,0.542634,0.246465,0.521464,0.021339,2
1105,'2022/02/21 23:50:13:115',5,0.502924,0.343177,0.562884,0.182277,0.612575,0.026869,0.554204,0.243464,0.54441,0.249496,0.523256,0.022719,2
1104,'2022/02/21 23:50:13:015',5,0.505062,0.34744,0.564973,0.190041,0.615004,0.033673,0.557381,0.249022,0.548399,0.254264,0.526474,0.030586,2
1103,'2022/02/21 23:50:12:916',5,0.505636,0.35299,0.563293,0.196853,0.615793,0.039306,0.556026,0.259448,0.547429,0.260836,0.528065,0.041279,2
1102,'2022/02/21 23:50:12:816',5,0.502756,0.360959,0.559934,0.205387,0.613193,0.048363,0.552601,0.267402,0.543523,0.268694,0.526753,0.049176,2
1101,'2022/02/21 23:50:12:717',5,0.500492,0.371745,0.559926,0.21827,0.6127,0.061957,0.553813,0.275741,0.542357,0.28309,0.5222,0.06133,2
1100,'2022/02/21 23:50:12:617',5,0.502529,0.38176,0.561409,0.228825,0.614422,0.071116,0.553529,0.287087,0.543703,0.292826,0.521878,0.074098,2
1099,'2022/02/21 23:50:12:518',5,0.503494,0.394496,0.5644,0.245473,0.616074,0.080355,0.555583,0.299321,0.545706,0.306196,0.52463,0.088347,2
1098,'2022/02/21 23:50:12:420',5,0.503769,0.40134,0.561561,0.252897,0.615198,0.086011,0.557386,0.309821,0.545438,0.313034,0.523734,0.101855,2
1097,'2022/02/21 23:50:12:321',5,0.504064,0.402653,0.561402,0.254237,0.616576,0.087401,0.557208,0.312037,0.546529,0.314845,0.522532,0.101889,2
1439,'2022/02/21 23:51:13:407',7,0.216529,0.75203,0.305194,0.583958,0.287548,0.43201,0.245662,0.402353,0.212049,0.431238,0.17285,0.474526,3
1440,'2022/02/21 23:51:13:506',7,0.208191,0.768441,0.299326,0.604341,0.262398,0.431322,0.211945,0.408564,0.173632,0.441811,0.126465,0.509878,3
1441,'2022/02/21 23:51:13:600',7,0.205986,0.779305,0.319233,0.647854,0.253276,0.427179,0.193534,0.404013,0.147809,0.442049,0.097313,0.539598,3
1442,'2022/02/21 23:51:13:700',7,0.213232,0.773705,0.33323,0.646668,0.256154,0.416123,0.191241,0.396425,0.147461,0.431964,0.098059,0.532009,3
1443,'2022/02/21 23:51:13:800',7,0.219503,0.775294,0.33998,0.659931,0.274501,0.42645,0.212508,0.396517,0.167356,0.430797,0.116538,0.520036,3
1444,'2022/02/21 23:51:13:899',7,0.224008,0.772214,0.356067,0.691621,0.312387,0.445418,0.254337,0.405859,0.20837,0.427748,0.15167,0.502079,3
1445,'2022/02/21 23:51:13:998',7,0.231317,0.756145,0.367055,0.720692,0.354213,0.475393,0.303018,0.414209,0.256036,0.418163,0.193408,0.479697,3
1446,'2022/02/21 23:51:14:119',7,0.240314,0.731615,0.373495,0.746626,0.397374,0.507962,0.360402,0.439506,0.317828,0.433087,0.249452,0.470595,3
1447,'2022/02/21 23:51:14:195',7,0.24671,0.704323,0.369556,0.736547,0.403912,0.498175,0.372657,0.435055,0.3345,0.42515,0.261762,0.447407,3
1448,'2022/02/21 23:51:14:297',7,0.237476,0.688338,0.358637,0.724971,0.388675,0.482176,0.359874,0.424397,0.32226,0.414827,0.253616,0.435872,3
1449,'2022/02/21 23:51:14:396',7,0.223825,0.695152,0.34167,0.725592,0.367938,0.483921,0.338497,0.428754,0.303103,0.42545,0.236713,0.447637,3
1450,'2022/02/21 23:51:14:496',7,0.205069,0.710278,0.321642,0.733611,0.342918,0.494325,0.31216,0.446918,0.275693,0.445308,0.211914,0.476101,3
1451,'2022/02/21 23:51:14:594',7,0.202983,0.713452,0.318848,0.70542,0.320341,0.480236,0.286415,0.441882,0.251782,0.452276,0.1933,0.503464,3
1452,'2022/02/21 23:51:14:694',7,0.2175,0.703137,0.32921,0.633951,0.298407,0.43655,0.268791,0.414302,0.243959,0.436656,0.213573,0.51423,3
1453,'2022/02/21 23:51:14:794',7,0.227961,0.685746,0.316135,0.565442,0.27826,0.404113,0.254589,0.39283,0.240598,0.430824,0.234774,0.521736,3
1454,'2022/02/21 23:51:14:893',7,0.223368,0.681038,0.286344,0.518484,0.251511,0.3901,0.229129,0.384813,0.225571,0.437635,0.233889,0.521259,3
1455,'2022/02/21 23:51:14:992',7,0.214717,0.659911,0.252999,0.467997,0.208165,0.368257,0.199082,0.381489,0.211393,0.442625,0.234629,0.528412,3
1456,'2022/02/21 23:51:15:090',7,0.220881,0.632403,0.242959,0.424654,0.193554,0.347886,0.184165,0.375063,0.204563,0.43997,0.233184,0.520549,3
1457,'2022/02/21 23:51:15:189',7,0.231593,0.610128,0.269222,0.412784,0.206591,0.322682,0.184257,0.344949,0.187527,0.405462,0.190582,0.455687,3
1458,'2022/02/21 23:51:15:289',7,0.228826,0.606343,0.290831,0.442576,0.248003,0.31681,0.208202,0.312332,0.186467,0.357617,0.184766,0.421706,3
1459,'2022/02/21 23:51:15:382',7,0.222226,0.626316,0.289765,0.488345,0.295335,0.372085,0.264206,0.364645,0.23861,0.402812,0.218957,0.449774,3
1460,'2022/02/21 23:51:15:483',7,0.236189,0.64835,0.310211,0.544712,0.318908,0.477739,0.299789,0.4921,0.277563,0.493844,0.254061,0.498537,3
1461,'2022/02/21 23:51:15:582',7,0.255072,0.662865,0.342206,0.598255,0.364745,0.520971,0.341237,0.502325,0.317141,0.504058,0.28965,0.504572,3
1462,'2022/02/21 23:51:15:681',7,0.277234,0.65306,0.364955,0.61164,0.407889,0.534778,0.381101,0.517557,0.358275,0.497793,0.333753,0.482727,3
1463,'2022/02/21 23:51:15:780',7,0.295563,0.629348,0.386823,0.597751,0.440782,0.509151,0.416205,0.481919,0.389412,0.46307,0.363177,0.430145,3
1464,'2022/02/21 23:51:15:880',7,0.309223,0.591417,0.407281,0.53843,0.450936,0.45188,0.426801,0.416095,0.397576,0.394887,0.366243,0.36098,3
1465,'2022/02/21 23:51:15:979',7,0.33179,0.573668,0.434506,0.479274,0.421518,0.371492,0.408984,0.366533,0.386644,0.357062,0.350516,0.326152,3
1466,'2022/02/21 23:51:16:078',7,0.35239,0.549671,0.445633,0.434321,0.420522,0.329643,0.412632,0.316459,0.387537,0.345192,0.348575,0.344594,3
1467,'2022/02/21 23:51:16:177',7,0.357346,0.539925,0.445247,0.430034,0.419124,0.334779,0.406785,0.269573,0.395312,0.354001,0.351536,0.359395,3
1468,'2022/02/21 23:51:16:278',7,0.343914,0.532823,0.428134,0.426738,0.407639,0.329886,0.402491,0.277463,0.379472,0.347852,0.337018,0.357763,3
1469,'2022/02/21 23:51:16:377',7,0.319944,0.51786,0.40875,0.40897,0.386091,0.255485,0.366939,0.320525,0.345991,0.314033,0.307823,0.327027,3
1470,'2022/02/21 23:51:16:476',7,0.290039,0.512773,0.392202,0.420685,0.389504,0.282281,0.361966,0.270168,0.329207,0.271214,0.289079,0.284569,3
1471,'2022/02/21 23:51:16:575',7,0.278682,0.522586,0.378222,0.445721,0.38836,0.330613,0.364629,0.302573,0.336593,0.296924,0.301022,0.29795,3
1472,'2022/02/21 23:51:16:675',7,0.283205,0.545229,0.385354,0.516078,0.402231,0.35884,0.371283,0.30522,0.336829,0.286135,0.28281,0.29947,3
1473,'2022/02/21 23:51:16:774',7,0.292299,0.565215,0.397725,0.569329,0.410228,0.373879,0.373344,0.309523,0.33309,0.295299,0.278738,0.326148,3
1474,'2022/02/21 23:51:16:874',7,0.295578,0.564135,0.398608,0.566389,0.4075,0.371487,0.370302,0.307828,0.331486,0.293787,0.276179,0.325588,3
1475,'2022/02/21 23:51:16:974',7,0.293991,0.53928,0.395171,0.528615,0.398512,0.337324,0.360717,0.28098,0.320261,0.268073,0.26642,0.302426,3
1476,'2022/02/21 23:51:17:066',7,0.301707,0.505406,0.400177,0.4803,0.401706,0.294128,0.35844,0.238348,0.318146,0.233724,0.26516,0.269427,3
1477,'2022/02/21 23:51:17:166',7,0.315751,0.469896,0.414777,0.432559,0.413063,0.248935,0.370938,0.193961,0.329484,0.189062,0.27486,0.230181,3
1478,'2022/02/21 23:51:17:270',7,0.326834,0.435896,0.430756,0.40104,0.420415,0.221823,0.379026,0.169828,0.337581,0.16537,0.284442,0.204231,3
1479,'2022/02/21 23:51:17:368',7,0.338837,0.402391,0.443477,0.365775,0.430696,0.181603,0.387189,0.132141,0.346082,0.129673,0.295337,0.168904,3
1480,'2022/02/21 23:51:17:461',7,0.346747,0.362927,0.449019,0.320728,0.43714,0.147147,0.393674,0.094442,0.35164,0.092404,0.303091,0.133258,3
1481,'2022/02/21 23:51:17:562',7,0.355782,0.334622,0.457128,0.291729,0.444445,0.113479,0.399901,0.064661,0.358307,0.06259,0.311387,0.101782,3
1482,'2022/02/21 23:51:17:661',7,0.365951,0.318453,0.467406,0.284409,0.456342,0.105828,0.413556,0.052524,0.371003,0.051919,0.32206,0.088251,3
1483,'2022/02/21 23:51:17:761',7,0.372923,0.305354,0.474435,0.275658,0.462011,0.093671,0.42014,0.040218,0.377638,0.040673,0.327164,0.078304,3
1484,'2022/02/21 23:51:17:861',7,0.374843,0.286688,0.478091,0.251291,0.466217,0.060091,0.422446,-0.000938,0.378806,-0.00058,0.331054,0.049248,3
1485,'2022/02/21 23:51:17:959',7,0.375841,0.252012,0.479445,0.212713,0.470004,0.016889,0.42446,-0.040468,0.380537,-0.040718,0.333015,0.009424,3
1486,'2022/02/21 23:51:18:058',7,0.381994,0.229622,0.482167,0.192834,0.471305,-0.014392,0.426897,-0.052288,0.385487,-0.054577,0.338031,-0.014585,3
1487,'2022/02/21 23:51:18:155',7,0.389334,0.228195,0.488358,0.194915,0.479967,-0.00973,0.437076,-0.05513,0.394755,-0.057733,0.346269,-0.013595,3
1488,'2022/02/21 23:51:18:257',7,0.38957,0.23858,0.490486,0.202049,0.483375,0.006219,0.441387,-0.046104,0.396214,-0.050424,0.348989,-0.010727,3
1489,'2022/02/21 23:51:18:355',7,0.388635,0.245213,0.490368,0.206175,0.481393,0.008224,0.437861,-0.037216,0.394004,-0.041672,0.346955,-0.009387,3
1490,'2022/02/21 23:51:18:456',7,0.396799,0.25419,0.499961,0.217097,0.487868,0.01879,0.445381,-0.031185,0.401433,-0.036359,0.35274,0.008704,3
1491,'2022/02/21 23:51:18:555',7,0.405808,0.28048,0.50989,0.239735,0.498644,0.038529,0.453175,-0.015222,0.410754,-0.0165,0.359084,0.036635,3
1492,'2022/02/21 23:51:18:654',7,0.405452,0.302778,0.508145,0.259359,0.495692,0.058077,0.448306,0.005944,0.409061,0.001109,0.356342,0.06436,3
1493,'2022/02/21 23:51:18:752',7,0.401839,0.317738,0.505702,0.27353,0.49123,0.07325,0.443333,0.021954,0.400934,0.022772,0.350839,0.081768,3
1494,'2022/02/21 23:51:18:852',7,0.403103,0.321154,0.506332,0.273532,0.492587,0.073835,0.444506,0.022816,0.4012,0.024927,0.351998,0.082639,3
1495,'2022/02/21 23:51:18:952',7,0.416024,0.319436,0.522188,0.273832,0.505547,0.072364,0.458885,0.024812,0.414007,0.024362,0.366889,0.080954,3
1496,'2022/02/21 23:51:19:050',7,0.435801,0.322267,0.544796,0.2889,0.532539,0.086366,0.487483,0.03183,0.445366,0.026773,0.394375,0.077554,3
1497,'2022/02/21 23:51:19:150',7,0.456645,0.322435,0.566775,0.288212,0.557704,0.091305,0.517577,0.03485,0.474356,0.026658,0.423878,0.072884,3
1498,'2022/02/21 23:51:19:250',7,0.473064,0.315532,0.584738,0.291566,0.57639,0.088333,0.537715,0.03184,0.493436,0.023172,0.442757,0.068692,3
1499,'2022/02/21 23:51:19:342',7,0.481795,0.320118,0.593363,0.297437,0.589249,0.092286,0.551156,0.031884,0.507486,0.026007,0.456678,0.070994,3
1500,'2022/02/21 23:51:19:442',7,0.489634,0.321867,0.604363,0.30346,0.599232,0.096713,0.563379,0.038476,0.520072,0.029261,0.468048,0.070078,3
1501,'2022/02/21 23:51:19:542',7,0.501002,0.320922,0.612986,0.29875,0.612224,0.096465,0.575327,0.038429,0.53309,0.030061,0.481067,0.071903,3
1502,'2022/02/21 23:51:19:640',7,0.516342,0.316962,0.626882,0.300244,0.628107,0.098508,0.594328,0.03886,0.55074,0.028057,0.501174,0.067486,3
1503,'2022/02/21 23:51:19:739',7,0.533194,0.308183,0.64205,0.297235,0.646429,0.095154,0.614549,0.034245,0.572175,0.018678,0.523676,0.056086,3
1504,'2022/02/21 23:51:19:840',7,0.54758,0.292532,0.659039,0.284834,0.663773,0.088033,0.633132,0.028181,0.594292,-0.002109,0.541789,0.038068,3
1505,'2022/02/21 23:51:19:938',7,0.561002,0.284403,0.668686,0.284931,0.677582,0.083183,0.646892,0.021749,0.609858,-0.00156,0.558206,0.027193,3
1506,'2022/02/21 23:51:20:038',7,0.570711,0.284755,0.676226,0.291233,0.68883,0.089629,0.662664,0.02754,0.626708,0.005703,0.574646,0.029445,3
1507,'2022/02/21 23:51:20:136',7,0.581972,0.282901,0.688412,0.29459,0.704742,0.10141,0.680635,0.039065,0.645719,0.011159,0.594456,0.031301,3
1508,'2022/02/21 23:51:20:236',7,0.593841,0.273193,0.698889,0.291378,0.720157,0.096839,0.695443,0.032034,0.658729,0.001635,0.607899,0.016926,3
1509,'2022/02/21 23:51:20:334',7,0.601359,0.270637,0.707248,0.29058,0.730171,0.096249,0.705986,0.029833,0.670557,0.003481,0.620709,0.012128,3
1510,'2022/02/21 23:51:20:434',7,0.60747,0.275743,0.714977,0.301206,0.738511,0.104231,0.717009,0.039186,0.682682,0.007788,0.632868,0.02123,3
1511,'2022/02/21 23:51:20:578',7,0.617197,0.271251,0.72238,0.296834,0.748067,0.105677,0.726526,0.04055,0.69268,0.009987,0.643165,0.017009,3
1512,'2022/02/21 23:51:20:666',7,0.627517,0.263929,0.732202,0.291262,0.757435,0.10056,0.73668,0.035294,0.702587,0.004173,0.653624,0.008176,3
1513,'2022/02/21 23:51:20:767',7,0.635805,0.264055,0.742215,0.292393,0.764663,0.102291,0.747185,0.036292,0.715078,0.003579,0.665048,0.011658,3
1514,'2022/02/21 23:51:20:865',7,0.64064,0.281706,0.745054,0.311471,0.769223,0.121901,0.754568,0.058817,0.720582,0.026856,0.674572,0.034842,3
1515,'2022/02/21 23:51:20:965',7,0.643388,0.300261,0.745674,0.330188,0.773786,0.152203,0.758784,0.087378,0.727419,0.055325,0.684308,0.059221,3
1516,'2022/02/21 23:51:21:057',7,0.6451,0.313136,0.74625,0.346944,0.775258,0.171467,0.762841,0.110725,0.732974,0.076221,0.689472,0.078149,3
1517,'2022/02/21 23:51:21:165',7,0.647465,0.319753,0.746345,0.350971,0.77497,0.181292,0.765275,0.12025,0.737609,0.088133,0.693279,0.091343,3
1518,'2022/02/21 23:51:21:262',7,0.648601,0.317942,0.747582,0.351805,0.775084,0.181562,0.763498,0.123282,0.736169,0.090861,0.69352,0.090333,3
1519,'2022/02/21 23:51:21:361',7,0.640239,0.316907,0.73751,0.343213,0.767234,0.178465,0.755275,0.118444,0.727187,0.087538,0.683958,0.090668,3
1520,'2022/02/21 23:51:21:455',7,0.615355,0.316032,0.714806,0.338327,0.741764,0.174409,0.72814,0.115489,0.699699,0.085257,0.657033,0.088642,3
1521,'2022/02/21 23:51:21:556',7,0.573893,0.315514,0.676056,0.341629,0.70232,0.168926,0.685779,0.105799,0.655244,0.077921,0.606586,0.088337,3
1522,'2022/02/21 23:51:21:654',7,0.522949,0.298476,0.625637,0.328038,0.647469,0.14216,0.621961,0.07851,0.592392,0.07549,0.563986,0.099435,3
1523,'2022/02/21 23:51:21:754',7,0.497878,0.292772,0.576195,0.319018,0.583446,0.12295,0.558624,0.080474,0.53779,0.082242,0.518441,0.110923,3
1524,'2022/02/21 23:51:21:850',7,0.497878,0.292772,0.576195,0.319018,0.583446,0.12295,0.558624,0.080474,0.53779,0.082242,0.518441,0.110923,3
1525,'2022/02/21 23:51:21:974',7,0.379834,0.327326,0.484381,0.309785,0.484591,0.111983,0.444136,0.059683,0.40086,0.043923,0.348911,0.084844,3
1526,'2022/02/21 23:51:22:050',7,0.340207,0.339109,0.44687,0.301554,0.442218,0.105004,0.402615,0.053599,0.360202,0.048887,0.312247,0.094219,3
1527,'2022/02/21 23:51:22:150',7,0.311464,0.346747,0.411841,0.298937,0.402014,0.097071,0.358718,0.051313,0.316793,0.052559,0.271759,0.104665,3
1528,'2022/02/21 23:51:22:250',7,0.285263,0.357378,0.385041,0.300326,0.367335,0.100872,0.321637,0.062445,0.280484,0.065275,0.234472,0.118212,3
1529,'2022/02/21 23:51:22:349',7,0.265454,0.362504,0.36381,0.290679,0.33497,0.098311,0.28682,0.064161,0.24886,0.073214,0.207051,0.128163,3
1530,'2022/02/21 23:51:22:449',7,0.247925,0.362709,0.341175,0.28014,0.306593,0.093055,0.257576,0.062521,0.220828,0.075337,0.182136,0.135256,3
1531,'2022/02/21 23:51:22:547',7,0.230012,0.356339,0.312487,0.270439,0.278869,0.080484,0.229218,0.054194,0.193321,0.070932,0.158547,0.137229,3
1532,'2022/02/21 23:51:22:647',7,0.211581,0.350264,0.291124,0.257108,0.250432,0.070295,0.20136,0.047456,0.166193,0.068422,0.133514,0.138849,3
1533,'2022/02/21 23:51:22:746',7,0.19159,0.348868,0.270454,0.244479,0.219784,0.060139,0.168316,0.047347,0.133737,0.070454,0.102945,0.143484,3
1534,'2022/02/21 23:51:22:845',7,0.168961,0.343115,0.243439,0.23425,0.190209,0.052939,0.139491,0.039071,0.10618,0.066818,0.076916,0.141606,3
1535,'2022/02/21 23:51:22:944',7,0.148682,0.333238,0.219255,0.220893,0.163925,0.041162,0.11349,0.029326,0.080894,0.060375,0.05425,0.135071,3
1536,'2022/02/21 23:51:23:045',7,0.130646,0.326391,0.194954,0.208077,0.139318,0.033465,0.088969,0.026426,0.056948,0.059432,0.032693,0.139753,3
1537,'2022/02/21 23:51:23:142',7,0.115316,0.323383,0.172811,0.202396,0.114129,0.031035,0.064757,0.027978,0.033212,0.063309,0.010726,0.144469,3
1538,'2022/02/21 23:51:23:242',7,0.099112,0.320797,0.152488,0.202547,0.09338,0.032108,0.044986,0.029106,0.013204,0.06328,-0.008284,0.149866,3
1539,'2022/02/21 23:51:23:341',7,0.085053,0.317354,0.140417,0.202533,0.081852,0.033568,0.030274,0.029398,-0.001739,0.065441,-0.018228,0.157972,3
1540,'2022/02/21 23:51:23:440',7,0.074438,0.316701,0.131183,0.211427,0.0821,0.038027,0.030097,0.028318,-0.001943,0.059703,-0.022298,0.144533,3
1541,'2022/02/21 23:51:23:539',7,0.069799,0.323375,0.126758,0.221608,0.086462,0.045385,0.036059,0.027505,0.003725,0.058818,-0.01709,0.14337,3
1542,'2022/02/21 23:51:23:632',7,0.069517,0.33171,0.126797,0.232798,0.090657,0.054878,0.039731,0.0343,0.005378,0.064212,-0.015576,0.143125,3
1543,'2022/02/21 23:51:23:732',7,0.08154,0.351463,0.14322,0.270657,0.11185,0.084514,0.060847,0.057235,0.023318,0.077759,-0.003188,0.143855,3
1544,'2022/02/21 23:51:23:837',7,0.093379,0.3716,0.160756,0.305999,0.130415,0.113586,0.080787,0.083728,0.041746,0.100523,0.011561,0.158404,3
1545,'2022/02/21 23:51:23:936',7,0.111348,0.413869,0.187321,0.368853,0.157881,0.173273,0.106178,0.140046,0.064324,0.154491,0.033079,0.214194,3
1546,'2022/02/21 23:51:24:029',7,0.126966,0.453801,0.202849,0.440522,0.172922,0.247294,0.122342,0.214803,0.076486,0.231643,0.046608,0.292572,3
1547,'2022/02/21 23:51:24:130',7,0.136732,0.508384,0.21163,0.511377,0.182372,0.327365,0.127205,0.304364,0.082376,0.325443,0.05311,0.389511,3
1548,'2022/02/21 23:51:24:225',7,0.136732,0.508384,0.21163,0.511377,0.182372,0.327365,0.127205,0.304364,0.082376,0.325443,0.05311,0.389511,3
1549,'2022/02/21 23:51:24:349',7,0.146704,0.716787,0.082665,0.580537,0.026294,0.63439,0.047608,0.587138,0.089503,0.562059,0.147131,0.552263,3
1550,'2022/02/21 23:51:24:459',7,0.146704,0.716787,0.082665,0.580537,0.026294,0.63439,0.047608,0.587138,0.089503,0.562059,0.147131,0.552263,3
1551,'2022/02/21 23:51:24:559',7,0.146704,0.716787,0.082665,0.580537,0.026294,0.63439,0.047608,0.587138,0.089503,0.562059,0.147131,0.552263,3
1552,'2022/02/21 23:51:24:681',7,0.119547,0.977778,0.183947,0.948538,0.144078,0.777674,0.087921,0.782571,0.047829,0.809856,0.029138,0.8551,3
1553,'2022/02/21 23:51:24:757',7,0.113812,1.002695,0.179758,0.962152,0.154528,0.79642,0.105578,0.783994,0.062826,0.813662,0.038192,0.860242,3
1554,'2022/02/21 23:51:24:857',7,0.108466,1.019762,0.176705,0.980464,0.155834,0.812321,0.10917,0.79663,0.065697,0.827786,0.043028,0.872106,3
1555,'2022/02/21 23:51:24:955',7,0.107348,1.042804,0.170764,1.009684,0.156493,0.831723,0.110481,0.819351,0.069578,0.846428,0.045241,0.889436,3
1556,'2022/02/21 23:51:25:054',7,0.108286,1.014072,0.175322,0.981112,0.159872,0.816843,0.117036,0.797407,0.073502,0.825572,0.048235,0.869001,3
1557,'2022/02/21 23:51:25:155',7,0.111209,1.006955,0.173616,0.956714,0.160187,0.793047,0.117483,0.773797,0.074061,0.795228,0.048681,0.842795,3
